          Evm          Svm          E11          E22          E33          E23          E13          E12        SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12  TEMP          EE11         EE22         EE33         EE23         EE13         EE12         EP11         EP22         EP33         EP23         EP13         EP12        ETR11        ETR22        ETR33        ETR23        ETR13        ETR12           L11          L12          L13          L21          L22          L23          L31          L32          L33        tincr        press          <p>
  0.20698E-01  0.19648E+03  0.21200E-01 -0.12253E-01 -0.86404E-02 -0.65770E-12  0.20345E-10  0.11318E-10   0.19648E+03  0.17749E-10  0.83276E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11212E-02 -0.34627E-03 -0.29812E-03 -0.32499E-12  0.18138E-12 -0.80316E-13  0.20079E-01 -0.11830E-01 -0.82486E-02 -0.54945E-12  0.20381E-10  0.11398E-10  0.42161E-03 -0.11376E-03 -0.93606E-04 -0.47796E-11  0.85745E-11 -0.22347E-12   0.10000E-02  0.10349E-11  0.18913E-11  0.00000E+00 -0.58541E-03  0.11190E-13  0.00000E+00  0.00000E+00 -0.41175E-03  0.20000E+00  0.65493E+02  0.65496E+02
  0.20898E-01  0.19683E+03  0.21400E-01 -0.12370E-01 -0.87227E-02 -0.65659E-12  0.20534E-10  0.11422E-10   0.19683E+03  0.17835E-10  0.83560E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11225E-02 -0.34669E-03 -0.29848E-03 -0.32499E-12  0.18102E-12 -0.80516E-13  0.20277E-01 -0.11947E-01 -0.83306E-02 -0.54834E-12  0.20571E-10  0.11502E-10  0.42178E-03 -0.11386E-03 -0.93672E-04 -0.47796E-11  0.85727E-11 -0.22326E-12   0.10000E-02  0.10270E-11  0.18857E-11  0.00000E+00 -0.58499E-03  0.11093E-13  0.00000E+00  0.00000E+00 -0.41157E-03  0.20000E+00  0.65609E+02  0.65611E+02
  0.21097E-01  0.19711E+03  0.21600E-01 -0.12487E-01 -0.88050E-02 -0.65548E-12  0.20722E-10  0.11523E-10   0.19711E+03  0.17948E-10  0.84412E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11242E-02 -0.34719E-03 -0.29891E-03 -0.32499E-12  0.18058E-12 -0.80759E-13  0.20476E-01 -0.12063E-01 -0.84125E-02 -0.54724E-12  0.20759E-10  0.11604E-10  0.42155E-03 -0.11375E-03 -0.93560E-04 -0.47796E-11  0.85663E-11 -0.22745E-12   0.10000E-02  0.10271E-11  0.18856E-11  0.00000E+00 -0.58534E-03  0.10983E-13  0.00000E+00  0.00000E+00 -0.41184E-03  0.20000E+00  0.65703E+02  0.65705E+02
  0.21297E-01  0.19739E+03  0.21800E-01 -0.12604E-01 -0.88874E-02 -0.65439E-12  0.20911E-10  0.11627E-10   0.19739E+03  0.18076E-10  0.85123E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11255E-02 -0.34760E-03 -0.29926E-03 -0.32499E-12  0.18022E-12 -0.80958E-13  0.20675E-01 -0.12180E-01 -0.84945E-02 -0.54614E-12  0.20949E-10  0.11708E-10  0.42174E-03 -0.11386E-03 -0.93633E-04 -0.47797E-11  0.85646E-11 -0.22718E-12   0.10000E-02  0.10375E-11  0.18936E-11  0.00000E+00 -0.58530E-03  0.10859E-13  0.00000E+00  0.00000E+00 -0.41188E-03  0.20000E+00  0.65797E+02  0.65800E+02
  0.21497E-01  0.19773E+03  0.22000E-01 -0.12721E-01 -0.89698E-02 -0.65331E-12  0.21101E-10  0.11731E-10   0.19773E+03  0.18147E-10  0.85265E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11268E-02 -0.34801E-03 -0.29961E-03 -0.32499E-12  0.17986E-12 -0.81157E-13  0.20873E-01 -0.12297E-01 -0.85765E-02 -0.54506E-12  0.21138E-10  0.11812E-10  0.42191E-03 -0.11397E-03 -0.93698E-04 -0.47797E-11  0.85629E-11 -0.22693E-12   0.10000E-02  0.10298E-11  0.18883E-11  0.00000E+00 -0.58488E-03  0.10767E-13  0.00000E+00  0.00000E+00 -0.41169E-03  0.20000E+00  0.65912E+02  0.65914E+02
  0.21697E-01  0.19802E+03  0.22200E-01 -0.12838E-01 -0.90521E-02 -0.65224E-12  0.21289E-10  0.11833E-10   0.19802E+03  0.18289E-10  0.86118E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11284E-02 -0.34851E-03 -0.30004E-03 -0.32499E-12  0.17942E-12 -0.81398E-13  0.21072E-01 -0.12413E-01 -0.86584E-02 -0.54399E-12  0.21327E-10  0.11914E-10  0.42169E-03 -0.11386E-03 -0.93588E-04 -0.47797E-11  0.85566E-11 -0.23102E-12   0.10000E-02  0.10301E-11  0.18883E-11  0.00000E+00 -0.58523E-03  0.10662E-13  0.00000E+00  0.00000E+00 -0.41196E-03  0.20000E+00  0.66005E+02  0.66008E+02
  0.21897E-01  0.19830E+03  0.22400E-01 -0.12955E-01 -0.91345E-02 -0.65118E-12  0.21479E-10  0.11937E-10   0.19830E+03  0.18446E-10  0.87113E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11298E-02 -0.34891E-03 -0.30039E-03 -0.32499E-12  0.17906E-12 -0.81596E-13  0.21270E-01 -0.12530E-01 -0.87405E-02 -0.54293E-12  0.21517E-10  0.12018E-10  0.42187E-03 -0.11397E-03 -0.93661E-04 -0.47798E-11  0.85550E-11 -0.23071E-12   0.10000E-02  0.10405E-11  0.18965E-11  0.00000E+00 -0.58519E-03  0.10544E-13  0.00000E+00  0.00000E+00 -0.41199E-03  0.20000E+00  0.66099E+02  0.66102E+02
  0.22096E-01  0.19864E+03  0.22600E-01 -0.13072E-01 -0.92169E-02 -0.65013E-12  0.21668E-10  0.12041E-10   0.19864E+03  0.18531E-10  0.87397E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11311E-02 -0.34932E-03 -0.30074E-03 -0.32499E-12  0.17870E-12 -0.81794E-13  0.21469E-01 -0.12646E-01 -0.88225E-02 -0.54188E-12  0.21707E-10  0.12123E-10  0.42204E-03 -0.11407E-03 -0.93726E-04 -0.47798E-11  0.85534E-11 -0.23040E-12   0.10000E-02  0.10330E-11  0.18914E-11  0.00000E+00 -0.58478E-03  0.10455E-13  0.00000E+00  0.00000E+00 -0.41181E-03  0.20000E+00  0.66213E+02  0.66216E+02
  0.22296E-01  0.19892E+03  0.22800E-01 -0.13189E-01 -0.92993E-02 -0.64909E-12  0.21857E-10  0.12143E-10   0.19892E+03  0.18645E-10  0.87965E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11327E-02 -0.34982E-03 -0.30117E-03 -0.32499E-12  0.17827E-12 -0.82033E-13  0.21667E-01 -0.12763E-01 -0.89045E-02 -0.54084E-12  0.21896E-10  0.12225E-10  0.42182E-03 -0.11396E-03 -0.93617E-04 -0.47798E-11  0.85473E-11 -0.23441E-12   0.10000E-02  0.10334E-11  0.18916E-11  0.00000E+00 -0.58512E-03  0.10356E-13  0.00000E+00  0.00000E+00 -0.41208E-03  0.20000E+00  0.66307E+02  0.66309E+02
  0.22496E-01  0.19920E+03  0.23000E-01 -0.13306E-01 -0.93817E-02 -0.64806E-12  0.22047E-10  0.12248E-10   0.19920E+03  0.18787E-10  0.88534E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11340E-02 -0.35022E-03 -0.30152E-03 -0.32499E-12  0.17791E-12 -0.82230E-13  0.21866E-01 -0.12879E-01 -0.89865E-02 -0.53981E-12  0.22086E-10  0.12330E-10  0.42201E-03 -0.11408E-03 -0.93690E-04 -0.47798E-11  0.85457E-11 -0.23405E-12   0.10000E-02  0.10439E-11  0.18999E-11  0.00000E+00 -0.58508E-03  0.10243E-13  0.00000E+00  0.00000E+00 -0.41211E-03  0.20000E+00  0.66400E+02  0.66403E+02
  0.22696E-01  0.19954E+03  0.23200E-01 -0.13423E-01 -0.94641E-02 -0.64704E-12  0.22237E-10  0.12352E-10   0.19954E+03  0.18858E-10  0.88960E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11353E-02 -0.35063E-03 -0.30187E-03 -0.32499E-12  0.17756E-12 -0.82427E-13  0.22065E-01 -0.12996E-01 -0.90686E-02 -0.53879E-12  0.22277E-10  0.12435E-10  0.42217E-03 -0.11418E-03 -0.93754E-04 -0.47798E-11  0.85442E-11 -0.23370E-12   0.10000E-02  0.10366E-11  0.18950E-11  0.00000E+00 -0.58468E-03  0.10158E-13  0.00000E+00  0.00000E+00 -0.41193E-03  0.20000E+00  0.66514E+02  0.66516E+02
  0.22896E-01  0.19982E+03  0.23400E-01 -0.13540E-01 -0.95465E-02 -0.64603E-12  0.22426E-10  0.12455E-10   0.19982E+03  0.19000E-10  0.89670E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11369E-02 -0.35112E-03 -0.30230E-03 -0.32499E-12  0.17712E-12 -0.82665E-13  0.22263E-01 -0.13113E-01 -0.91506E-02 -0.53778E-12  0.22466E-10  0.12538E-10  0.42196E-03 -0.11407E-03 -0.93647E-04 -0.47799E-11  0.85382E-11 -0.23762E-12   0.10000E-02  0.10372E-11  0.18954E-11  0.00000E+00 -0.58501E-03  0.10063E-13  0.00000E+00  0.00000E+00 -0.41220E-03  0.20000E+00  0.66607E+02  0.66609E+02
  0.23095E-01  0.20010E+03  0.23600E-01 -0.13657E-01 -0.96289E-02 -0.64503E-12  0.22616E-10  0.12560E-10   0.20010E+03  0.19170E-10  0.90381E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11382E-02 -0.35153E-03 -0.30264E-03 -0.32499E-12  0.17677E-12 -0.82861E-13  0.22462E-01 -0.13229E-01 -0.92327E-02 -0.53678E-12  0.22657E-10  0.12643E-10  0.42214E-03 -0.11418E-03 -0.93719E-04 -0.47799E-11  0.85368E-11 -0.23722E-12   0.10000E-02  0.10477E-11  0.19038E-11  0.00000E+00 -0.58498E-03  0.99552E-14  0.00000E+00  0.00000E+00 -0.41223E-03  0.20000E+00  0.66700E+02  0.66702E+02
  0.23295E-01  0.20044E+03  0.23800E-01 -0.13774E-01 -0.97114E-02 -0.64404E-12  0.22806E-10  0.12665E-10   0.20044E+03  0.19227E-10  0.90381E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11395E-02 -0.35193E-03 -0.30299E-03 -0.32499E-12  0.17642E-12 -0.83057E-13  0.22660E-01 -0.13346E-01 -0.93148E-02 -0.53579E-12  0.22847E-10  0.12748E-10  0.42231E-03 -0.11428E-03 -0.93784E-04 -0.47799E-11  0.85353E-11 -0.23683E-12   0.10000E-02  0.10406E-11  0.18991E-11  0.00000E+00 -0.58457E-03  0.98745E-14  0.00000E+00  0.00000E+00 -0.41205E-03  0.20000E+00  0.66812E+02  0.66815E+02
  0.23495E-01  0.20072E+03  0.24000E-01 -0.13891E-01 -0.97938E-02 -0.64305E-12  0.22996E-10  0.12768E-10   0.20072E+03  0.19355E-10  0.90807E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11411E-02 -0.35242E-03 -0.30342E-03 -0.32499E-12  0.17599E-12 -0.83294E-13  0.22859E-01 -0.13462E-01 -0.93967E-02 -0.53480E-12  0.23037E-10  0.12851E-10  0.42210E-03 -0.11417E-03 -0.93678E-04 -0.47799E-11  0.85295E-11 -0.24067E-12   0.10000E-02  0.10413E-11  0.18997E-11  0.00000E+00 -0.58491E-03  0.97833E-14  0.00000E+00  0.00000E+00 -0.41232E-03  0.20000E+00  0.66905E+02  0.66908E+02
  0.23695E-01  0.20099E+03  0.24200E-01 -0.14008E-01 -0.98763E-02 -0.64208E-12  0.23186E-10  0.12873E-10   0.20099E+03  0.19483E-10  0.91518E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11424E-02 -0.35283E-03 -0.30376E-03 -0.32499E-12  0.17563E-12 -0.83488E-13  0.23058E-01 -0.13579E-01 -0.94789E-02 -0.53383E-12  0.23228E-10  0.12956E-10  0.42228E-03 -0.11428E-03 -0.93750E-04 -0.47800E-11  0.85281E-11 -0.24023E-12   0.10000E-02  0.10519E-11  0.19082E-11  0.00000E+00 -0.58487E-03  0.96804E-14  0.00000E+00  0.00000E+00 -0.41235E-03  0.20000E+00  0.66998E+02  0.67001E+02
  0.23895E-01  0.20133E+03  0.24400E-01 -0.14125E-01 -0.99587E-02 -0.64112E-12  0.23377E-10  0.12978E-10   0.20133E+03  0.19568E-10  0.91802E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11437E-02 -0.35323E-03 -0.30411E-03 -0.32499E-12  0.17528E-12 -0.83683E-13  0.23256E-01 -0.13695E-01 -0.95610E-02 -0.53287E-12  0.23420E-10  0.13062E-10  0.42244E-03 -0.11438E-03 -0.93814E-04 -0.47800E-11  0.85268E-11 -0.23980E-12   0.10000E-02  0.10449E-11  0.19037E-11  0.00000E+00 -0.58447E-03  0.96033E-14  0.00000E+00  0.00000E+00 -0.41217E-03  0.20000E+00  0.67110E+02  0.67112E+02
  0.24094E-01  0.20161E+03  0.24600E-01 -0.14242E-01 -0.10041E-01 -0.64016E-12  0.23567E-10  0.13082E-10   0.20161E+03  0.19725E-10  0.92513E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11453E-02 -0.35372E-03 -0.30453E-03 -0.32499E-12  0.17485E-12 -0.83918E-13  0.23455E-01 -0.13812E-01 -0.96430E-02 -0.53191E-12  0.23610E-10  0.13166E-10  0.42223E-03 -0.11428E-03 -0.93709E-04 -0.47800E-11  0.85210E-11 -0.24356E-12   0.10000E-02  0.10457E-11  0.19044E-11  0.00000E+00 -0.58480E-03  0.95162E-14  0.00000E+00  0.00000E+00 -0.41243E-03  0.20000E+00  0.67202E+02  0.67205E+02
  0.24294E-01  0.20194E+03  0.24800E-01 -0.14359E-01 -0.10124E-01 -0.63921E-12  0.23758E-10  0.13187E-10   0.20194E+03  0.19796E-10  0.92797E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11466E-02 -0.35412E-03 -0.30488E-03 -0.32499E-12  0.17450E-12 -0.84112E-13  0.23653E-01 -0.13928E-01 -0.97251E-02 -0.53097E-12  0.23801E-10  0.13271E-10  0.42241E-03 -0.11439E-03 -0.93780E-04 -0.47800E-11  0.85197E-11 -0.24308E-12   0.10000E-02  0.10469E-11  0.19055E-11  0.00000E+00 -0.58444E-03  0.94304E-14  0.00000E+00  0.00000E+00 -0.41227E-03  0.20000E+00  0.67312E+02  0.67315E+02
  0.24494E-01  0.20221E+03  0.25000E-01 -0.14476E-01 -0.10206E-01 -0.63827E-12  0.23948E-10  0.13291E-10   0.20221E+03  0.19966E-10  0.93507E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11482E-02 -0.35460E-03 -0.30529E-03 -0.32499E-12  0.17408E-12 -0.84343E-13  0.23852E-01 -0.14045E-01 -0.98072E-02 -0.53003E-12  0.23992E-10  0.13376E-10  0.42223E-03 -0.11430E-03 -0.93689E-04 -0.47800E-11  0.85142E-11 -0.24669E-12   0.10000E-02  0.10478E-11  0.19066E-11  0.00000E+00 -0.58474E-03  0.93462E-14  0.00000E+00  0.00000E+00 -0.41252E-03  0.20000E+00  0.67404E+02  0.67406E+02
  0.24694E-01  0.20249E+03  0.25200E-01 -0.14593E-01 -0.10289E-01 -0.63734E-12  0.24140E-10  0.13397E-10   0.20249E+03  0.20137E-10  0.94360E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11495E-02 -0.35499E-03 -0.30563E-03 -0.32499E-12  0.17374E-12 -0.84534E-13  0.24051E-01 -0.14161E-01 -0.98893E-02 -0.52910E-12  0.24183E-10  0.13481E-10  0.42242E-03 -0.11441E-03 -0.93764E-04 -0.47800E-11  0.85130E-11 -0.24617E-12   0.10000E-02  0.10582E-11  0.19153E-11  0.00000E+00 -0.58470E-03  0.92505E-14  0.00000E+00  0.00000E+00 -0.41255E-03  0.20000E+00  0.67495E+02  0.67498E+02
  0.24894E-01  0.20282E+03  0.25400E-01 -0.14710E-01 -0.10371E-01 -0.63642E-12  0.24331E-10  0.13503E-10   0.20282E+03  0.20208E-10  0.94786E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11507E-02 -0.35539E-03 -0.30597E-03 -0.32499E-12  0.17339E-12 -0.84727E-13  0.24249E-01 -0.14278E-01 -0.99715E-02 -0.52818E-12  0.24375E-10  0.13588E-10  0.42259E-03 -0.11452E-03 -0.93831E-04 -0.47801E-11  0.85118E-11 -0.24567E-12   0.10000E-02  0.10515E-11  0.19110E-11  0.00000E+00 -0.58431E-03  0.91786E-14  0.00000E+00  0.00000E+00 -0.41237E-03  0.20000E+00  0.67606E+02  0.67608E+02
  0.25093E-01  0.20309E+03  0.25600E-01 -0.14826E-01 -0.10454E-01 -0.63551E-12  0.24522E-10  0.13607E-10   0.20309E+03  0.20350E-10  0.95355E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11523E-02 -0.35588E-03 -0.30639E-03 -0.32499E-12  0.17297E-12 -0.84959E-13  0.24448E-01 -0.14394E-01 -0.10054E-01 -0.52726E-12  0.24566E-10  0.13692E-10  0.42239E-03 -0.11442E-03 -0.93733E-04 -0.47801E-11  0.85062E-11 -0.24928E-12   0.10000E-02  0.10524E-11  0.19120E-11  0.00000E+00 -0.58463E-03  0.90974E-14  0.00000E+00  0.00000E+00 -0.41263E-03  0.20000E+00  0.67697E+02  0.67700E+02
  0.25293E-01  0.20337E+03  0.25800E-01 -0.14943E-01 -0.10536E-01 -0.63460E-12  0.24714E-10  0.13713E-10   0.20337E+03  0.20464E-10  0.96065E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11536E-02 -0.35627E-03 -0.30673E-03 -0.32499E-12  0.17262E-12 -0.85150E-13  0.24646E-01 -0.14511E-01 -0.10136E-01 -0.52636E-12  0.24759E-10  0.13798E-10  0.42258E-03 -0.11453E-03 -0.93806E-04 -0.47801E-11  0.85051E-11 -0.24874E-12   0.10000E-02  0.10631E-11  0.19209E-11  0.00000E+00 -0.58460E-03  0.90059E-14  0.00000E+00  0.00000E+00 -0.41266E-03  0.20000E+00  0.67789E+02  0.67792E+02
  0.25493E-01  0.20370E+03  0.26000E-01 -0.15060E-01 -0.10619E-01 -0.63371E-12  0.24906E-10  0.13820E-10   0.20370E+03  0.20520E-10  0.96207E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11549E-02 -0.35667E-03 -0.30707E-03 -0.32499E-12  0.17227E-12 -0.85342E-13  0.24845E-01 -0.14627E-01 -0.10218E-01 -0.52546E-12  0.24951E-10  0.13905E-10  0.42274E-03 -0.11463E-03 -0.93872E-04 -0.47801E-11  0.85039E-11 -0.24820E-12   0.10000E-02  0.10566E-11  0.19168E-11  0.00000E+00 -0.58421E-03  0.89371E-14  0.00000E+00  0.00000E+00 -0.41249E-03  0.20000E+00  0.67899E+02  0.67902E+02
  0.25693E-01  0.20397E+03  0.26200E-01 -0.15177E-01 -0.10701E-01 -0.63282E-12  0.25097E-10  0.13925E-10   0.20397E+03  0.20719E-10  0.96776E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11564E-02 -0.35715E-03 -0.30749E-03 -0.32499E-12  0.17185E-12 -0.85573E-13  0.25044E-01 -0.14744E-01 -0.10300E-01 -0.52457E-12  0.25143E-10  0.14010E-10  0.42254E-03 -0.11453E-03 -0.93773E-04 -0.47801E-11  0.84985E-11 -0.25175E-12   0.10000E-02  0.10576E-11  0.19179E-11  0.00000E+00 -0.58453E-03  0.88593E-14  0.00000E+00  0.00000E+00 -0.41274E-03  0.20000E+00  0.67990E+02  0.67993E+02
  0.25893E-01  0.20430E+03  0.26400E-01 -0.15294E-01 -0.10784E-01 -0.63194E-12  0.25289E-10  0.14031E-10   0.20430E+03  0.20776E-10  0.97060E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11577E-02 -0.35755E-03 -0.30783E-03 -0.32499E-12  0.17151E-12 -0.85763E-13  0.25242E-01 -0.14860E-01 -0.10382E-01 -0.52369E-12  0.25335E-10  0.14117E-10  0.42272E-03 -0.11464E-03 -0.93845E-04 -0.47801E-11  0.84975E-11 -0.25117E-12   0.10000E-02  0.10591E-11  0.19194E-11  0.00000E+00 -0.58417E-03  0.87828E-14  0.00000E+00  0.00000E+00 -0.41259E-03  0.20000E+00  0.68099E+02  0.68101E+02
  0.26092E-01  0.20457E+03  0.26600E-01 -0.15411E-01 -0.10866E-01 -0.63106E-12  0.25481E-10  0.14136E-10   0.20457E+03  0.20933E-10  0.97486E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11592E-02 -0.35802E-03 -0.30823E-03 -0.32499E-12  0.17110E-12 -0.85990E-13  0.25441E-01 -0.14976E-01 -0.10464E-01 -0.52281E-12  0.25527E-10  0.14222E-10  0.42255E-03 -0.11455E-03 -0.93758E-04 -0.47802E-11  0.84922E-11 -0.25457E-12   0.10000E-02  0.10602E-11  0.19209E-11  0.00000E+00 -0.58447E-03  0.87076E-14  0.00000E+00  0.00000E+00 -0.41283E-03  0.20000E+00  0.68189E+02  0.68191E+02
  0.26292E-01  0.20484E+03  0.26800E-01 -0.15528E-01 -0.10949E-01 -0.63019E-12  0.25674E-10  0.14243E-10   0.20484E+03  0.21089E-10  0.97913E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11605E-02 -0.35841E-03 -0.30857E-03 -0.32499E-12  0.17075E-12 -0.86178E-13  0.25639E-01 -0.15093E-01 -0.10547E-01 -0.52195E-12  0.25720E-10  0.14330E-10  0.42274E-03 -0.11467E-03 -0.93833E-04 -0.47802E-11  0.84912E-11 -0.25396E-12   0.10000E-02  0.10707E-11  0.19298E-11  0.00000E+00 -0.58443E-03  0.86223E-14  0.00000E+00  0.00000E+00 -0.41286E-03  0.20000E+00  0.68279E+02  0.68282E+02
  0.26492E-01  0.20517E+03  0.27000E-01 -0.15645E-01 -0.11031E-01 -0.62934E-12  0.25867E-10  0.14351E-10   0.20517E+03  0.21188E-10  0.98481E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11618E-02 -0.35880E-03 -0.30891E-03 -0.32499E-12  0.17041E-12 -0.86368E-13  0.25838E-01 -0.15209E-01 -0.10629E-01 -0.52109E-12  0.25914E-10  0.14437E-10  0.42291E-03 -0.11477E-03 -0.93901E-04 -0.47802E-11  0.84902E-11 -0.25337E-12   0.10000E-02  0.10644E-11  0.19260E-11  0.00000E+00 -0.58405E-03  0.85580E-14  0.00000E+00  0.00000E+00 -0.41268E-03  0.20000E+00  0.68389E+02  0.68391E+02
  0.26692E-01  0.20544E+03  0.27200E-01 -0.15761E-01 -0.11114E-01 -0.62848E-12  0.26059E-10  0.14456E-10   0.20544E+03  0.21330E-10  0.99050E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11633E-02 -0.35928E-03 -0.30932E-03 -0.32499E-12  0.17000E-12 -0.86596E-13  0.26037E-01 -0.15326E-01 -0.10711E-01 -0.52023E-12  0.26106E-10  0.14543E-10  0.42272E-03 -0.11467E-03 -0.93807E-04 -0.47802E-11  0.84850E-11 -0.25678E-12   0.10000E-02  0.10656E-11  0.19274E-11  0.00000E+00 -0.58436E-03  0.84852E-14  0.00000E+00  0.00000E+00 -0.41294E-03  0.20000E+00  0.68479E+02  0.68481E+02
  0.26892E-01  0.20576E+03  0.27400E-01 -0.15878E-01 -0.11196E-01 -0.62764E-12  0.26252E-10  0.14564E-10   0.20576E+03  0.21430E-10  0.99050E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11646E-02 -0.35967E-03 -0.30966E-03 -0.32499E-12  0.16965E-12 -0.86785E-13  0.26235E-01 -0.15442E-01 -0.10793E-01 -0.51939E-12  0.26300E-10  0.14650E-10  0.42290E-03 -0.11478E-03 -0.93879E-04 -0.47802E-11  0.84840E-11 -0.25615E-12   0.10000E-02  0.10672E-11  0.19291E-11  0.00000E+00 -0.58401E-03  0.84135E-14  0.00000E+00  0.00000E+00 -0.41278E-03  0.20000E+00  0.68586E+02  0.68588E+02
  0.27091E-01  0.20603E+03  0.27600E-01 -0.15995E-01 -0.11279E-01 -0.62680E-12  0.26445E-10  0.14670E-10   0.20603E+03  0.21615E-10  0.99760E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11661E-02 -0.36014E-03 -0.31006E-03 -0.32499E-12  0.16925E-12 -0.87008E-13  0.26434E-01 -0.15559E-01 -0.10875E-01 -0.51855E-12  0.26493E-10  0.14757E-10  0.42274E-03 -0.11470E-03 -0.93796E-04 -0.47802E-11  0.84790E-11 -0.25942E-12   0.10000E-02  0.10685E-11  0.19308E-11  0.00000E+00 -0.58430E-03  0.83433E-14  0.00000E+00  0.00000E+00 -0.41302E-03  0.20000E+00  0.68676E+02  0.68678E+02
  0.27291E-01  0.20630E+03  0.27800E-01 -0.16112E-01 -0.11362E-01 -0.62597E-12  0.26638E-10  0.14777E-10   0.20630E+03  0.21728E-10  0.10061E-10  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11674E-02 -0.36053E-03 -0.31039E-03 -0.32499E-12  0.16891E-12 -0.87195E-13  0.26633E-01 -0.15675E-01 -0.10958E-01 -0.51772E-12  0.26687E-10  0.14865E-10  0.42293E-03 -0.11482E-03 -0.93872E-04 -0.47802E-11  0.84781E-11 -0.25875E-12   0.10000E-02  0.10789E-11  0.19399E-11  0.00000E+00 -0.58426E-03  0.82638E-14  0.00000E+00  0.00000E+00 -0.41305E-03  0.20000E+00  0.68765E+02  0.68768E+02
  0.27491E-01  0.20662E+03  0.28000E-01 -0.16229E-01 -0.11444E-01 -0.62515E-12  0.26833E-10  0.14885E-10   0.20662E+03  0.21785E-10  0.10118E-10  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11686E-02 -0.36092E-03 -0.31073E-03 -0.32499E-12  0.16857E-12 -0.87383E-13  0.26831E-01 -0.15791E-01 -0.11040E-01 -0.51690E-12  0.26882E-10  0.14973E-10  0.42310E-03 -0.11492E-03 -0.93940E-04 -0.47803E-11  0.84772E-11 -0.25810E-12   0.10000E-02  0.10729E-11  0.19364E-11  0.00000E+00 -0.58389E-03  0.82036E-14  0.00000E+00  0.00000E+00 -0.41288E-03  0.20000E+00  0.68874E+02  0.68876E+02
  0.27691E-01  0.20689E+03  0.28200E-01 -0.16346E-01 -0.11527E-01 -0.62433E-12  0.27026E-10  0.14992E-10   0.20689E+03  0.21956E-10  0.10175E-10  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11702E-02 -0.36139E-03 -0.31113E-03 -0.32499E-12  0.16816E-12 -0.87608E-13  0.27030E-01 -0.15908E-01 -0.11122E-01 -0.51608E-12  0.27075E-10  0.15080E-10  0.42292E-03 -0.11483E-03 -0.93849E-04 -0.47803E-11  0.84722E-11 -0.26140E-12   0.10000E-02  0.10743E-11  0.19380E-11  0.00000E+00 -0.58419E-03  0.81357E-14  0.00000E+00  0.00000E+00 -0.41312E-03  0.20000E+00  0.68963E+02  0.68966E+02
  0.27891E-01  0.20721E+03  0.28400E-01 -0.16462E-01 -0.11609E-01 -0.62352E-12  0.27220E-10  0.15100E-10   0.20721E+03  0.22013E-10  0.10203E-10  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11714E-02 -0.36178E-03 -0.31147E-03 -0.32499E-12  0.16782E-12 -0.87795E-13  0.27229E-01 -0.16024E-01 -0.11204E-01 -0.51527E-12  0.27270E-10  0.15188E-10  0.42310E-03 -0.11493E-03 -0.93922E-04 -0.47803E-11  0.84713E-11 -0.26071E-12   0.10000E-02  0.10760E-11  0.19399E-11  0.00000E+00 -0.58385E-03  0.80687E-14  0.00000E+00  0.00000E+00 -0.41297E-03  0.20000E+00  0.69069E+02  0.69072E+02
